District,School Name,UDISE Code,School Management,School Category,Notification Uploaded,Trees Planted,Tree Uploaded
FAIZABAD,UDAY I.C. SANTANAGAR NAIUGANWA FAIZABAD,09470109503,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,5,Yes
FAIZABAD,VIDYARTHI BAIJ NATH INTER COLLEGE,09470110113,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,ADARSH ACEADMY INTER COLLEGE CIVIL LINE FAIZABAD,09471503908,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,7,Yes
FAIZABAD,ANIL SARASWATI VIDYA MANDIR INTER COLLEGE,09471503708,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,ARMY PUBLIC SCHOOL,09471503901,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,"AYODHAYA SAMAJ SEWA BALIKA HIGHER SECONDAY SCHOOL,",09471303305,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,2,Yes
FAIZABAD,BAPU BALIKA INTER COLLEGE,09471500605,Government Aided,Primary to Higher Secondary (1–12),Yes,90,Yes
FAIZABAD,BHAVDIYA PUBLIC SCHOOL,09471300506,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,CANOSSA CONVENT GIRLS INTER COL,09471502605,Government Aided,Secondary only (9–10),Yes,15,Yes
FAIZABAD,CANOSSA CONVENT SECONDARY SCHOOL,09471500905,Private Unaided Recognized,Higher Secondary / Junior College only (11–12),No,0,No
FAIZABAD,DARSGAH-E-ISLAMI.  INTER COLLEGE SCHOOL,09471504503,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,44,Yes
FAIZABAD,DEDRAJ VIJRAJ P.M.V SANSKRIT VIDAYALAY,09471302501,Government Aided,Upper Primary to Higher Secondary (6–12),No,2,Yes
FAIZABAD,EQRA MUSLIM GIRLS INTER COLLAGE DHARAROAD AFIMKOTHI,09471500507,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,9,Yes
FAIZABAD,"FORBES INTER COLLEGE, HAIDERGAN",09471501807,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,247,Yes
FAIZABAD,GANGA PRASAD RAVIDAS INTER COLLEGE,09471300502,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,"GGIC, FAIZABAD",09471502405,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,117,Yes
FAIZABAD,GRAMMAR INTER COLLEGE,09471502011,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,GURUNANAK GIRLS HIGH SCHOOL,09471501707,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,27,Yes
FAIZABAD,H.C.J ACEADMY I.C,09471501507,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,JANTA AWADH INTER COLLEGE AYODHYA,09471300106,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,1,Yes
FAIZABAD,"LAXMAN BAL VIDYA MANDIR INTER COLLEGE, AYODHAYA",09471302603,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,"MAHARAJA INTER COLLEGE, AYODHAYA",09471301903,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,108,Yes
FAIZABAD,MATHODIST .GIRLS INTER COLLEGE,09471502604,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,127,Yes
FAIZABAD,MLML INTER COLLEGE,09471502102,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,132,Yes
FAIZABAD,MPLL ADARSH INTER COLLEGE,09471500505,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,191,Yes
FAIZABAD,"MUNNA LAL MADAN LAL VIDYA MANDIR UMV, FAIZABAD",09471501203,Government Aided,Secondary only (9–10),Yes,33,Yes
FAIZABAD,"O.P.S. HIGHER SECONDARY SCHOOL,NIRALA NAGAR",09471503704,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,27,Yes
FAIZABAD,PARMA ACADEMY RAMGHAT,09471303303,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,PT.MATA PRASAD TRIPATHI RAJKARAN VEDIK PATHSHALA INTER COLLAGE,09471502802,Government Aided,Upper Primary to Higher Secondary (6–12),No,28,Yes
FAIZABAD,RAGHUVEER SANSKRIT HSS SWARGDWAR,09471302404,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,"RAJKIYA INTER COLLEGE, FAIZABAD",09471501703,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,100,Yes
FAIZABAD,S V CENTRAL SARSWATI MODERN CONVENT INTER COLLEGE PATHAN TOLIYA AMANIGANJ FAIZABAD,09471502913,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SAHABDEEN SITARAM BALIKA INTER COLLEGE,09471500606,Government Aided,Primary to Higher Secondary (1–12),Yes,0,No
FAIZABAD,SAINT MARYS H S SCHOOL,09471502606,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,83,Yes
FAIZABAD,SARSHWATI SISHU VIDYA MANDIR UMV NANAKPUR HAIDERGANJ FAIZABAD,09471501815,Private Unaided Recognized,Secondary only (9–10),Yes,0,No
FAIZABAD,SARSWATI VIDYA MANDIR U.M.V RAMNAGAR,09471501412,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,15,Yes
FAIZABAD,SARVA BHAUMA SANSKRIT UMV VIDYA PITH RAMGHAT,09471303311,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SETH M R JAIPURIA SCHOOL AYODHYA,09471500115,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,SHIV DAYAL JAISWAL SARASWATI VIDYA MANDIR INTER COLLEGE TULSINAGAR AYODHYA,09471300103,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SHIV NARAIN SINGH BALIKA VIDHYA,09471502207,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,5,Yes
FAIZABAD,SHREE BHAGWAT SANSKRIT UMV RUSHI MANDIR NAYAGHAT AYODHYA,09471302503,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SHREE HAIGRIV RAMANUJ SANSKRIT UMV BARA KHATLA HANUMANKUND,09471301003,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
FAIZABAD,SHREE JAGATGURU RAMANANDACHARYA SANSKRIT UMV BEGUMPURA,09471301202,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,1,Yes
FAIZABAD,SHREE VEDANT VIDYA PEETH SANSKRIT U.M.V. NONHATIA KANIGANJ,09471302607,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SHREE VEER RAGHAW BHAGAWAT SANSKRIT VIDYALAYA,09471300108,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,2,Yes
FAIZABAD,SHRI  108 A.D JAIN GURKUL S.U.M.V.AYODHYA,09471300602,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SHRI NARAYAN S.U.M.V.R.A RANOPALI,09471300504,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SHRI UMAPATI SASKRIT H.S.S MEERAPUR,09471302302,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SRI ANADI BRAMHA SANSKRIT,09471300701,Government Aided,Upper Primary to Higher Secondary (6–12),No,3,Yes
FAIZABAD,SRI GAYETRI BHRAMCHYAR SHRAM SANSKRIT H.S SCHOOL,09471303411,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SRI GOVERDHAN SANSKRIT H.S RAMKOT,09471303602,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SRI MAD BAL MUKUND MHADESHIK SANSKRIT UMV AYODHYA,09471302405,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,SRI NISHULK GURUKUL MAHAVIDYALAYA AYODHYA  FZD,09471502912,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SRI NIWAS BODHAYAN RAMANUJ UPS SANSKRIT VIDYALAYA  AYODHYA,09471303410,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,"SRI RAGHUNATH KAUSHAL MAITHILA KANYA INTER COLLEGE, SEETAKUND AYODHYA",09471301303,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,12,Yes
FAIZABAD,SRI RAJGOPAL SANSKRIT U.M SCH,09471301305,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SRI RAM CHARAN SANSKRIT HSS RAMGHAT,09471303309,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SRI SADDHARAM VIVERDHINI SANSKRIT PATHSHALA JANKIGHAT AYODHYA,09471300801,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SRI TRIDANDIDEV U.P. S. VIDYALAYA KOSLESH SADAN KATRA,09471300601,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SRI VAIDIKADARSHAN SANSKRIT MAHAVIDYALAYA,09471504201,Government Aided,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,SRI VAISHNO DHARM PRAVARDHANI SANSKRIT UMV RAMKOT AYODHYA FAIZABAD,09471303603,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SRI YOGIRAJ SANSKRIT SRIRAM HSS,09471303310,Government Aided,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SSV INTER COLLEGE,09471501004,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,55,Yes
FAIZABAD,SUKNYA DEVI DHRUVPRASAD SINGH SCHOOL I.C,09471502911,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,"TANJIMUL QURESH GIRLS HIGHER SECONDARY SCHOOL, NIYAWAN",09471500306,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,8,Yes
FAIZABAD,THE CAMBRIAN SCHOOL,09471500112,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,2,Yes
FAIZABAD,TINI TOTS SENIOR SECONDARY SCHOOL,09471504002,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
FAIZABAD,TULSI G.G.I.C. AYODHYA,09471300102,Department of Education (Government School),Primary to Higher Secondary (1–12),Yes,92,Yes
FAIZABAD,UADYA PUBLIC SCHOOL I.C,09471500407,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,VIMLA DEVI. ARYA KANYA I.C FAIZABAD,09471501201,Government Aided,Primary to Higher Secondary (1–12),Yes,32,Yes
FAIZABAD,ADARSH VIDYA MANDIR INTER COLLEGE KOCHA BAZAR BIKAPUR,09470207011,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,4,Yes
FAIZABAD,BGN IC MAJHA SONOURA,09470212702,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
FAIZABAD,BHAIRO GYAN PEETH HIGHER SECONDARY SCHOOL,09470207107,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,3,Yes
FAIZABAD,BHARTI I.COLLAGE BIKAPUR,09471700211,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,73,Yes
FAIZABAD,CHEDIRAM SHIVDUTT ABHAYRAJI INTER COLLEGE PALI PASCHIM JADISHPUR,09470213005,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,D R ACADEMY GIRLS INTER COLLEGE BIKAPUR AYODHYA,09471700901,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,3,Yes
FAIZABAD,"DAIMAND ACADEMY, RAMPUR BHAGAN",09470204305,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,"DAIMAND INTER COLLEGE, RAMPUR BHAGAN",09470204311,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,3,Yes
FAIZABAD,DESH DEEPAK ADARSH I.C.TENDUVAMAFI,09471700213,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,DR.LOHIYA BALIKA U.M.VIDYALY SHERPUR KHAPRAILA,09470203702,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,ESSEL GURKUL VIDYAPEETH INTER COLLEGE BHAIRAVPUR TIKRA FAIZABAD,09471106009,Private Unaided Recognized,Secondary only (9–10),No,0,No
FAIZABAD,GLOBAL INTER COLLEGE SONKHARI FAIZABAD,09470204503,Private Unaided Recognized,Secondary only (9–10),No,0,No
FAIZABAD,GOVERNMENT HIGH SCHOOL PURE NANDA TIWARI,09470200402,Department of Education (Government School),Secondary + Higher Secondary (9–12),Yes,43,Yes
FAIZABAD,GOVT.GIRLS HIGHER SEC. SCHOOL,09470205405,Department of Education (Government School),Upper Primary to Higher Secondary (6–12),Yes,62,Yes
FAIZABAD,GRAM VIDALAY INTER COLLEGE KODAILA,09470205603,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,7,Yes
FAIZABAD,"GYANMATI ARJUN U.M.V. RAHET, JALALPUR MAFI",09470202506,Private Unaided Recognized,Secondary only (9–10),No,1,Yes
FAIZABAD,JAI NAND I.C.COLLEGE MAHAMADBHARI,09470207207,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,JYOTI PUBLIC SCHOOL BIKAPUR,09471700216,Private Unaided Recognized,Upper Primary to Secondary (6–10),No,0,No
FAIZABAD,K.K.A.D. INTER COLLEGE,09470207303,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,51,Yes
FAIZABAD,"KANAK LATA MEMORIAL INTER COLLEGE, SAHAJPUR MATHIA",09470200109,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,1,Yes
FAIZABAD,KRISHAK INTER COLLEGE,09470204306,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,1,Yes
FAIZABAD,KUSUMA DEVI SMARAK INTER COLLAGE PALIPURAB,09470212905,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
FAIZABAD,LUSHKARY PREPARATORY SCHOOL TENDUA MAFI BIKAPUR AYODHYA,09471700601,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,MAHARANA PRATAP GIRLS INTER COLLEGE RAMDASPUR MAGHOULI BIKAPUR FAIZABAD,09470202307,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,MAHARANA PRATAP I.C.RAMPUR MAJHAULI,09470202404,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,PT.J.L.NEHRU I.COLLAGE KHAJURAHAT,09470209007,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,52,Yes
FAIZABAD,PUSHPA DEVI SMRIT UCHATAR MADHAYMIK VIDYALAY,09470204313,Private Unaided Recognized,Secondary only (9–10),No,0,No
FAIZABAD,RAHUL SHIKSHA NIKETAN UMV RAMPUR BHAGAN BIKAPUR,09470204315,Private Unaided Recognized,Secondary only (9–10),No,1,Yes
FAIZABAD,"RAJ MADHAV SHRI INTER COLLEGE,  JALALPUR",09470202505,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,3,Yes
FAIZABAD,RAM INTER COLLEGE,09470203308,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,SARDAR BALLABH BHAI PATEL ISMARAK SHIKSHAN SASTHAN INTER COLLEGE RAMPUR BHAGAN BIKAPUR FAIZABAD,09470204317,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,1,Yes
FAIZABAD,SARVODAYA KRISHNA INTER COLLEGE RAMNAGAR KHAJURAHAT AYODHYA,09470211905,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SHIV PRASAD SMARAK GIRLS U.M.V. RAMPUR BAHAGAN,09470204314,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,0,No
FAIZABAD,SHRI BHAGAWATI U.M.VIDYAYALAY,09470202805,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
FAIZABAD,SHRI KRISHNA BALIKA H. S. S.,09470208005,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,SHRI KRISHNA I.COLLEGE MANGARI,09470208006,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,SRI MAHENDRA SANSKRIT UCHH MADHYAMIK VIDYLAYA,09470209012,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,2,Yes
FAIZABAD,SUBRANI BAJRANG P.S.V.M.U.M.V.BIKAPUR,09471700212,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,0,No
FAIZABAD,T.N.I.C. BHARHUKHATA,09470213303,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,2,Yes
FAIZABAD,VENAS INTER COLLEGE MEETANPUR RAMPUR BHAGAN BIKAPUR,09470204601,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,VIMLA DEVI BALIKA INTER COLLEGE TENDUVAMAFI BIKAPUR AYODHYA,09471700214,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
FAIZABAD,VINAYAK PUBLIC SCHOOL,09470209016,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,2,Yes
FAIZABAD,VINYAK GIRLS COLLAGE OF EDUCATION AND MANAGMENT INTER COLLAGE,09470209013,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
FAIZABAD,AMAR SAHIS H.S.SECONDURY.,09470303605,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,3,Yes
FAIZABAD,AMBEDKAR VIDYALAYA INTER COLLEGE,09470305011,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,AZAD HIND UCCHATAR MADHYMIK SECONDORY.VIDYALAY PALIYA LOHANI,09470301314,Private Unaided Recognized,Secondary only (9–10),No,0,No
FAIZABAD,B P D UMV NIYAMATPUR HARINTANGANJ,09470300201,Private Unaided Recognized,Secondary only (9–10),No,0,No
FAIZABAD,"BABURAM VEDANG BALIKA HIGHER SECONDARY SCHOOL, HANUMAT NAGAR",09470306804,Private Unaided Recognized,Secondary + Higher Secondary (9–12),Yes,2,Yes
FAIZABAD,BALDEV BALIKA H.S. SCHOOL SHAHGANJ,09470303422,Private Unaided Recognized,Secondary + Higher Secondary (9–12),No,0,No
FAIZABAD,GHYAN DEEP INTER COLLEGE,09470305703,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,JAN JAGRAN SECONDARY SCHOOL,09470301210,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,1,Yes
FAIZABAD,"JANTA INTER COLLEGE, HARDOIYA",09470306802,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,0,No
FAIZABAD,K.S. PUBLIC SCHOOL PARWARTARA AYODHYA,09470302107,Private Unaided Recognized,Primary to Higher Secondary (1–12),Yes,0,No
FAIZABAD,"KALI CHARAN ACCD. INTER COLLEGE, ADILPUR",09470301211,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,4,Yes
FAIZABAD,KISAN INTER COLLEGE  SARAY MAZRA,09470308202,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,"KISAN VID INTER COLL,KALYANPUR",09470306202,Government Aided,Upper Primary to Higher Secondary (6–12),Yes,1,Yes
FAIZABAD,MULAYAM SINGH YADAV HIGH SCHOOL JAMUA HARINTANGANJ FAIZABAD,09470305602,Private Unaided Recognized,Secondary only (9–10),No,0,No
FAIZABAD,NARAYAN INTERNATIONAL ACADAMY MUKEEMPUR,09470303425,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
FAIZABAD,OM SHIV KALI HAUSILA PRASAD INTER COLLAGE SUKHDEV NAGAR NADAUNA,09470309803,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,0,No
FAIZABAD,PRAKASH VIDDYA INTER COLLEGE LAKHANGANJ FAIZABAD,09470306711,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,2,Yes
FAIZABAD,R.S.D.D.INTER COLLAGE SOHWALSALONI,09470302106,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,RAM ASHRE INTER COLLEGE SHAHGANJ,09470303424,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,RAM SUMIRAN INTER COLLEGE SHAHGANJ,09470303423,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,"RAMESHWER PRASAD SATYA NARAYAN INTER COLLEGE, SHAHGANJ",09470310304,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,18,Yes
FAIZABAD,RAMYASH BALRAM TIWARI HIGHER SECONDARY SCHOOL,09470309907,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,SAHEED RAM SURAT GIRLS INTER COLLEGE PALIYA LOHANI FAIZABAD,09470301106,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SAI KISHAN INTER COLLEGE,09470308808,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,"SANT BHIKHDAS RAJARAM INTER COLLEGE, URUVA VAIS",09470301103,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,SARASWATI SHIV GYAN MANDIR BALIKA INTER COLLEGE SEMRA HARINGTONGANJ AYODHYA,09470300506,Private Unaided Recognized,Secondary only (9–10),No,11,Yes
FAIZABAD,SARSWATI UMV RAM NAGAR NIMDI MILKIPUR FAIZABAD,09470306006,Private Unaided Recognized,Secondary only (9–10),No,0,No
FAIZABAD,SARVAJANIK INTER COLLEGE,09470305905,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,1,Yes
FAIZABAD,SHANKAR PARWATI SMARAK GIRLS INTER COLLEGE ASTIKAN FZD,09470305012,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,SHYAM KALI BALIKA HIGHER SECONDARY SCHOOL,09470306406,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,SRI DADDAN PRASAD MATA DEVI INTER COLLEGE,09470306405,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,0,No
FAIZABAD,SRI MATA PRASAD MISHRA ISMRAK INTER COLLEGE SALHIPUR HARNGTEENGANJ FAIZABAD,09470309604,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,2,Yes
FAIZABAD,SRI RAJA RAM SINGH SARSWATI UMV JALALPUR BHAGGU HARNGTEENGANJ AYODHYA,09470303004,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,1,Yes
FAIZABAD,SRI RAM BHULAI DAS BALIKA INTER COLLEGE SINDHAURA,09470307510,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,SURYA KALA BALIKA INTER COLLAGE PALIYA LOHANI HARINGTONGANJ,09470301313,Private Unaided Recognized,Upper Primary + Secondary (6–10),No,2,Yes
FAIZABAD,"SURYA NARAIN INTER COLLEGE, SAGAR PATTI",09470300605,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,VIDYAWATI U.M.VIDYALAYA URUAVAISYA,09470301107,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,VISHNU INTERMEDIATE COLLAGE VISHNU NAGAR,09470300502,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,1,Yes
FAIZABAD,ACHARYA NARENDRA DEO INTER COLLEGE,09470410301,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,ADARSH BAL SHIKSHA NIKETAN  GIRLS I.C.PALIYA SHAHBADI,09470409903,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,61,Yes
FAIZABAD,AMAR SHAHEED ASHAFIQ ULLA MEMORIAL NATIONAL HIGHER SECONDARY SCHOOL,09470410901,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,0,No
FAIZABAD,B.K.H.A.GAIRLS INTER COLLEGE FAIZABAD,09470400709,Private Unaided Recognized,Upper Primary + Secondary (6–10),Yes,4,Yes
FAIZABAD,BABA KARORE H.A.I C .SARIYAWAN,09470407310,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),Yes,3,Yes
FAIZABAD,BHANUMATI INTER COLLEGE NAIPURA BHARATKUND AYODHYA,09470404405,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12),No,0,No
FAIZABAD,D R M PUBLIC SCHOOL FIROJPUR GANJA AYODHYA,09470401010,Private Unaided Recognized,Primary to Higher Secondary (1–12),No,0,No
