District,School,Block,UDISE ID,Saplings
AGRA,P.P.NAGLA DAULATIYA,BAROLI AHEER,09150403004,1
AGRA,P.P.NAINANA JAT,BAROLI AHEER,09150403201,1
AGRA,SRI RAM KISHAN  Inter College,BAROLI AHEER,09150403202,1
AGRA,J.H.S.NAINANA JAT (COMPOSITE),BAROLI AHEER,09150403203,18
AGRA,GOVT. GIRLS INTER COLLEGE NAINANA JAT AGRA,BAROLI AHEER,09150403204,357
AGRA,P.P.GARHI ROHTA,BAROLI AHEER,09150403206,9
AGRA,J.H.S.PACHGAIN KHERA (COMPOSITE),BAROLI AHEER,09150403302,32
AGRA,J.H.S.PACHGAI PATTI (COMPOSITE),BAROLI AHEER,09150403402,4
AGRA,R V PUBLIC SCHOOL GARHI THAKUR DAS PATTI PACHGAIN AGRA,BAROLI AHEER,09150403403,1
AGRA,P.P.PACHGAI,BAROLI AHEER,09150403501,14
AGRA,P.P.SHYAMO,BAROLI AHEER,09150403601,11
AGRA,J.H.S.SHYAMO,BAROLI AHEER,09150403602,1
AGRA,J.H.S.LODHAI (COMPOSITE),BAROLI AHEER,09150403702,27
AGRA,ST GENIUS CONVENT SCHOOL LODHAI SHYAMO MOD AGRA,BAROLI AHEER,09150403703,13
AGRA,J.H.S.PAWAVALI (COMPOSITE),BAROLI AHEER,09150403902,6
AGRA,J.H.S.AKBERPUR (COMPOSITE),BAROLI AHEER,09150404002,27
AGRA,P.P.JAGAN KI MADAIYA,BAROLI AHEER,09150404005,2
AGRA,P.P.BRAHM NAGAR,BAROLI AHEER,09150404101,18
AGRA,P.P.ISLAM PUR,BAROLI AHEER,09150404201,1
AGRA,P.P.GARHI SONA,BAROLI AHEER,09150404202,3
AGRA,J.H.S.NAGLA NATHU (COMPOSITE),BAROLI AHEER,09150404303,27
AGRA,P.P.BAMROLI KATARA,BAROLI AHEER,09150404401,9
AGRA,J.H.S.BAMROLI KATARA,BAROLI AHEER,09150404403,23
AGRA,P.P.GARHI GAYA PRASAD,BAROLI AHEER,09150404407,9
AGRA,P.P.NAGLA GAARHE,BAROLI AHEER,09150404601,1
AGRA,J.H.S.HINGOT KHERIA (COMPOSITE),BAROLI AHEER,09150404702,33
AGRA,P.P.NAGLA SAWLA,BAROLI AHEER,09150404801,1
AGRA,J.H.S.IKTHARA (COMPOSITE),BAROLI AHEER,09150404902,4
AGRA,J.H.S.BIJHAMAI (COMPOSITE),BAROLI AHEER,09150405002,29
AGRA,PT.DEENDAYAL UPADHYAY GOVT. I.C BIJHAMAI,BAROLI AHEER,09150405004,93
AGRA,J.H.S.LAKAWALI (COMPOSITE),BAROLI AHEER,09150405103,2
AGRA,P.P.KALAL KHERIA,BAROLI AHEER,09150405201,39
AGRA,VIRANGANA AVANTIBAI GOVT. GIRLS INTER COLLEGE KALAL KHERIA AGRA,BAROLI AHEER,09150405203,232
AGRA,P.P.MIYAPUR,BAROLI AHEER,09150405301,1
AGRA,SAINIK CONVENT SCHOOL MIYAPUR KALAL KHEDIYA AGRA,BAROLI AHEER,09150405303,2
AGRA,P.P.BUDERA,BAROLI AHEER,09150405401,2
AGRA,J.H.S.BUDERA,BAROLI AHEER,09150405402,8
AGRA,G.J.H.S.KUAKHERA (COMPOSITE),BAROLI AHEER,09150405502,38
AGRA,P.P.NAGLA NALA,BAROLI AHEER,09150405503,30
AGRA,P.P.TAURA,BAROLI AHEER,09150405601,1
AGRA,P.P.MAHUA KHERA,BAROLI AHEER,09150405701,7
AGRA,J.H.S.MAHUA KHERA,BAROLI AHEER,09150405702,20
AGRA,P.P.KARBHANA,BAROLI AHEER,09150405801,2
AGRA,J.H.S.KARBHANA,BAROLI AHEER,09150405802,2
AGRA,SMT SHANKAR DEVI INTER COLLEGE KARBHANA AGRA,BAROLI AHEER,09150405803,1
AGRA,P.P.NAGLA PAIMA,BAROLI AHEER,09150405805,3
AGRA,J.H.S.NAGLA TALPHI (COMPOSITE),BAROLI AHEER,09150405902,29
AGRA,P.P.BUDHANA,BAROLI AHEER,09150406001,1
AGRA,J.H.S.BUDHANA,BAROLI AHEER,09150406002,2
AGRA,P.P.NAGLA THAKURAI,BAROLI AHEER,09150406003,2
AGRA,P.P.NAGLA GOLE,BAROLI AHEER,09150406004,2
AGRA,P.P.GARHI MAHAVAN,BAROLI AHEER,09150406103,1
AGRA,P.P.THAR NATTHI CHHE PERA,BAROLI AHEER,09150406105,4
AGRA,P.P.MAHAL BADSHAHI,BAROLI AHEER,09150406201,1
AGRA,P.P.SARGAN KHERA,BAROLI AHEER,09150406301,1
AGRA,P.P.TANORA NOORPUR,BAROLI AHEER,09150406401,24
AGRA,P.P. GOLA NIVARI,BAROLI AHEER,09150406403,4
AGRA,P.P.NAGLA JMUNI,BAROLI AHEER,09150406404,2
AGRA,P.P.GARHI CHANDAN,BAROLI AHEER,09150406701,3
AGRA,J.H.S.BILHENI (COMPOSITE),BAROLI AHEER,09150406902,32
AGRA,P.P.SARVATPUR,BAROLI AHEER,09150407001,1
AGRA,J.H.S.MEHRA NAHARGANJ,BAROLI AHEER,09150407102,21
AGRA,J.H.S.BAROLI GUJAR (COMPOSITE),BAROLI AHEER,09150407202,12
AGRA,P.P.NAGLA BAAS,BAROLI AHEER,09150407204,4
AGRA,P.P.GARHI PILIYA,BAROLI AHEER,09150407206,3
AGRA,P.P.JHEEL BAGHEL,BAROLI AHEER,09150407207,1
AGRA,P.P.NAGLA KESHO,BAROLI AHEER,09150407208,15
AGRA,P.P. THAR PUNJABI,BAROLI AHEER,09150407210,2
AGRA,P.P.PATPARA,BAROLI AHEER,09150407211,5
AGRA,P.P.KUE KUMAR GARH,BAROLI AHEER,09150407301,11
AGRA,P.P.HAUD,BAROLI AHEER,09150407401,1
AGRA,J.H.S.NAGLA AAM HAUD (COMPOSITE),BAROLI AHEER,09150407402,3
AGRA,P.P.NAGLA BINDU,BAROLI AHEER,09150407501,19
AGRA,P.P.POKHAR PURA,BAROLI AHEER,09150407607,1
AGRA,J.H.S.VIJAI MALHELA (COMPOSITE),BAROLI AHEER,09150407702,1
AGRA,J.H.S.KACHHPURA (COMPOSITE),BAROLI AHEER,09150407903,34
AGRA,P.P.BISERI BHAND,BAROLI AHEER,09150408001,3
AGRA,J.H.S BISERI BHAND,BAROLI AHEER,09150408002,11
AGRA,P.P.JANARA,BAROLI AHEER,09150408101,12
AGRA,P.P.BAG ACHHARU,BAROLI AHEER,09150408203,1
AGRA,P.P.MADAIYA KHATEEK,BAROLI AHEER,09150408204,1
AGRA,P.P.THAR SAIYAD,BAROLI AHEER,09150408205,2
AGRA,P.P.SITARAM MADHIYA,BAROLI AHEER,09150408301,3
AGRA,P.P.BISARNA,BAROLI AHEER,09150408401,10
AGRA,J.H.S.BISARNA,BAROLI AHEER,09150408402,21
AGRA,J.H.S.THAR FATEH SINGH,BAROLI AHEER,09150408403,1
AGRA,P.P.PIPRA,BAROLI AHEER,09150408501,1
AGRA,J.H.S.DHAMAUTA (COMPOSITE),BAROLI AHEER,09150408602,2
AGRA,P.P.BHOLPURA,BAROLI AHEER,09150408701,6
AGRA,P.P.KAULAKKHA,BAROLI AHEER,09150408801,56
AGRA,P.P.NAINANA BRAHMAN,BAROLI AHEER,09150408901,34
AGRA,P.P.CHAKCHHAI,BAROLI AHEER,09150409001,10
AGRA,P.P.SAIMERI,BAROLI AHEER,09150409101,1
AGRA,J.H.S.SAIMERI (COMPOSITE),BAROLI AHEER,09150409103,34
AGRA,PT SONPAL INTER COLLEGE TAL SEMRI ,,09150409106,7
AGRA,P.P.KALUAPURA,BAROLI AHEER,09150409503,1
AGRA,P.P.KANKAR PURA,BAROLI AHEER,09150409701,3
AGRA,P.P.GARHI DEVARI,BAROLI AHEER,09150409801,3
AGRA,P.P.NAGLA KAKRARI,BAROLI AHEER,09150409901,1
AGRA,P.P.RAM NAGAR,BAROLI AHEER,09150410001,37
AGRA,P.P.NAGLA AAM,BAROLI AHEER,09150410201,1
AGRA,P.P.PUTHA,BAROLI AHEER,09150410301,17
AGRA,P.P.MILIK,BAROLI AHEER,09150410401,10
AGRA,P.P.THAR KHEM CHAND,BAROLI AHEER,09150410501,38
AGRA,P.P.JHEEL JATAV,BAROLI AHEER,09150410601,1
AGRA,P.P.NAGLA KATHAR,BAROLI AHEER,09150410701,36
AGRA,P.P.ATHPAIRA,BAROLI AHEER,09150410801,1
AGRA,P.P.ASTAL,BAROLI AHEER,09150410901,1
AGRA,P.P.NAGLA BIHARI,BAROLI AHEER,09150411001,1
AGRA,P.P.NAGLA BHANDAI,BAROLI AHEER,09150411101,1
AGRA,P.P.BARPURA,BAROLI AHEER,09150411301,3
AGRA,P.P.GARHI VIRNDAVAN,BAROLI AHEER,09150411401,5
AGRA,P.P.GARHI NAVLIYA,BAROLI AHEER,09150411501,4
AGRA,P.P.GARHI ISHWARA,BAROLI AHEER,09150411701,3
AGRA,P.P.NAGLA JHOR,BAROLI AHEER,09150411801,3
AGRA,P.P.NAGLA KHUBIRAM(BUDHANA),BAROLI AHEER,09150411901,1
AGRA,P.P.NAGLA TAAL,BAROLI AHEER,09150412101,9
AGRA,P.P.NAGLA SAKKA,BAROLI AHEER,09150412201,2
AGRA,P.P.BATTISA,BAROLI AHEER,09150412301,1
AGRA,P.P.NAGLA JATAV,BAROLI AHEER,09150412401,2
AGRA,P.P.AMBEDKAR NAGAR,BAROLI AHEER,09150412501,1
AGRA,P.P.SWAROOP NAGAR,BAROLI AHEER,09150412601,16
AGRA,P.P.BICHPURI-2,BICHPURI,09150501202,36
AGRA,J.H.S.BICHPURI  (COMPOSITE),BICHPURI,09150501203,48
AGRA,P.P.CHAUHTANA,BICHPURI,09150501301,31
AGRA,J.H.S.SADARVAN  (COMPOSITE),BICHPURI,09150501402,32
AGRA,J.H.S.SUNARI  (COMPOSITE),BICHPURI,09150501502,28
AGRA,P.P.MAGTAI,BICHPURI,09150501601,53
AGRA,J.H.S.DAHTORA  (COMPOSITE),BICHPURI,09150501706,1
AGRA,P.P.JAUPURA,BICHPURI,09150501801,21
AGRA,J.H.S.JAUPURA,BICHPURI,09150501803,27
AGRA,GOVT HSS JAUPURA BICHPURI,BICHPURI,09150501805,78
AGRA,P.P NAGLA JAUPURA,BICHPURI,09150501806,25
AGRA,J.H.S.MUHAMMADPUR  (COMPOSITE),BICHPURI,09150502002,15
AGRA,J.H.S.KALWARI  (COMPOSITE),BICHPURI,09150502103,10
AGRA,P.P.PATHOLI-1,BICHPURI,09150502301,30
AGRA,P.P.PATHOLI-2,BICHPURI,09150502302,31
AGRA,J.H.S.PATHOLI,BICHPURI,09150502303,3
AGRA,G.J.H.S.PATHOLI,BICHPURI,09150502304,26
AGRA,P.P.NAGLA AKKHAI,BICHPURI,09150502401,1
AGRA,P.P.NAGLA BASUA,BICHPURI,09150502501,44
AGRA,J.H.S NAGLA BASUA,BICHPURI,09150502503,22
AGRA,P.P.SUCHETA,BICHPURI,09150502601,38
AGRA,J.H.S.DAYORAITHA,BICHPURI,09150502703,8
AGRA,P.P.BAINPUR,BICHPURI,09150502801,1
AGRA,J.H.S.BAINPUR,BICHPURI,09150502802,1
AGRA,P.P.GARHI BAINPUR,BICHPURI,09150502901,13
AGRA,J.H.S.ARTONI  (COMPOSITE),BICHPURI,09150503003,9
AGRA,P.P.SWAMI,BICHPURI,09150503101,19
AGRA,J.H.S.SWAMI,BICHPURI,09150503102,31
AGRA,P.P.KHASPUR,BICHPURI,09150503201,10
AGRA,J.H.S.KHASPUR,BICHPURI,09150503202,17
AGRA,P.P.NAGLA TALPHI,BICHPURI,09150503301,16
AGRA,J.H.S. NAGLA TALPHI,BICHPURI,09150503302,31
AGRA,P.P.SIKANDARPUR,BICHPURI,09150503401,44
AGRA,J.H.S.SIKANDARPUR,BICHPURI,09150503402,29
AGRA,J.H.S.MIDHAKUR  (COMPOSITE),BICHPURI,09150503505,10
AGRA,G.J.H.S.MIDHAKUR  (COMPOSITE),BICHPURI,09150503506,17
AGRA,JANTA INTER COLLEGE MIDHAKUR,BICHPURI,09150503507,8
AGRA,K.G.B.V.MIDHAKUR BICHPURI,BICHPURI,09150503510,6
AGRA,PT.DEENDAYAL UPADHYAY GOVT. MODEL I.C MIDAKUR,BICHPURI,09150503512,107
AGRA,M S PUBLIC SCHOOL MIDAKUR SADAR AGRA,,09150503513,10
AGRA,P.P.GARHI GULJARI,BICHPURI,09150503601,35
AGRA,P.P.SAHARA-2,BICHPURI,09150503802,5
AGRA,J.H.S.SAHARA  (COMPOSITE),BICHPURI,09150503803,42
AGRA,P.P.LADAMADA,BICHPURI,09150503901,15
AGRA,J.H.S.LADAMADA,BICHPURI,09150503902,1
AGRA,HILLMAN PUB SCH LADAMDA BICHPURI AGRA,,09150503906,13
AGRA,P.P.NANPUR,BICHPURI,09150504001,43
AGRA,J.H.S NANPUR,BICHPURI,09150504002,31
AGRA,J.H.S.ANGUTHI  (COMPOSITE),BICHPURI,09150504103,26
AGRA,P.P.BARARA-1,BICHPURI,09150504201,5
AGRA,P.P.BARARA-2,BICHPURI,09150504202,26
AGRA,J.H.S.BARARA,BICHPURI,09150504205,9
AGRA,P.P.NAGLA HATTI,BICHPURI,09150504301,4
AGRA,P.P.NAGLA BHURIA,BICHPURI,09150504401,12
AGRA,P.P.MIRZAPUR,BICHPURI,09150504501,13
AGRA,P.P.GADHSANI-1,BICHPURI,09150504601,17
AGRA,P.P.GADHSANI-2,BICHPURI,09150504602,35
AGRA,J.H.S.GADHSANI,BICHPURI,09150504604,20
AGRA,P.P.KHALAUA,BICHPURI,09150504701,4
AGRA,P.P.SUTAIDI,BICHPURI,09150504801,11
AGRA,P.P.BAMRAOLI AHIR,BICHPURI,09150504901,4
AGRA,P.P.JAKHODA,BICHPURI,09150505001,33
AGRA,J.H.S.JAKHODA,BICHPURI,09150505003,12
AGRA,J.H.S.TAPRA  (COMPOSITE),BICHPURI,09150505102,33
AGRA,P.P.AJIJPUR-2,BICHPURI,09150505202,38
AGRA,J.H.S.AJIJPUR  (COMPOSITE),BICHPURI,09150505203,16
AGRA,P.P.NAGLA MAHAL,BICHPURI,09150505701,4
AGRA,J.H.S.KAILASH  (COMPOSITE),BICHPURI,09150505802,15
AGRA,P.P.LAL GARHI,BICHPURI,09150505901,31
AGRA,P.P.NAGLA GUJRA,BICHPURI,09150506001,12
AGRA,J.H.S.NAGLA SOHANLAL (COMPOSITE),BICHPURI,09150506202,15
AGRA,J.H.S. NAGLA TUHIRAM,BICHPURI,09150506301,11
AGRA,P.P.NAGLA PADMA,BICHPURI,09150506401,28
AGRA,P.P.GARHI DAULTA,BICHPURI,09150506501,29
AGRA,P.P.NAGLA HANGA,BICHPURI,09150506601,4
AGRA,P.P.NAGLA ANANDI,BICHPURI,09150506701,25
AGRA,JANTA INTER COLLEGE.ETMADPUR,ETMADPUR,09150600104,53
AGRA,J.H.S.ETMADPUR (COMPOSITE),ETMADPUR,09150600111,3
AGRA,G.J.H.S.ETMADPUR (COMPOSITE),ETMADPUR,09150600112,30
AGRA,G.J.H.S.SANVAI (COMPOSITE),ETMADPUR,09150600204,6
AGRA,J.H.S.BHAWAIN,ETMADPUR,09150600207,24
AGRA,P.P.BIHARIPUR(NAVEEN),ETMADPUR,09150600301,7
AGRA,J.H.S. BIHARIPUR (NAVIN),ETMADPUR,09150600302,1
AGRA,J.H.S.RASULPUR,ETMADPUR,09150600402,1
AGRA,P.P.MITAWALI,ETMADPUR,09150600501,1
AGRA,J.H.S.MITAWALI,ETMADPUR,09150600502,21
AGRA,RAJKIYA HIGH SCHOOL MITAWALI,ETMADPUR,09150600506,71
AGRA,J MILTON PUBLIC SCHOOL BARHAN ROAD ETMADPUR AGRA,,09150600510,8
AGRA,P.P.SHEKHPURA,ETMADPUR,09150600601,5
AGRA,P.P.GARHI MAHARAM,ETMADPUR,09150600701,7
AGRA,P.P.ONKARPUR,ETMADPUR,09150600801,6
AGRA,P.P.BHIKANPUR,ETMADPUR,09150600901,3
AGRA,J.H.S.BHIKANPUR,ETMADPUR,09150600902,8
AGRA,J.H.S.SURHARA (COMPOSITE),ETMADPUR,09150601002,4
AGRA,J.H.S. LAKHNAMAI (COMPOSITE),ETMADPUR,09150601102,41
AGRA,P.P.BURJ KHANJAR,ETMADPUR,09150601103,1
AGRA,P.P.DHARERA-2,ETMADPUR,09150601302,1
AGRA,J.H.S.DHARERA (COMPOSITE),ETMADPUR,09150601303,9
AGRA,J.H.S.NAGLA PARAMSUKH (COMPOSITE),ETMADPUR,09150601402,7
AGRA,P.P.GARHI BACCHI,ETMADPUR,09150601501,2
AGRA,P.P.NAGLA DEVIRAM,ETMADPUR,09150601601,5
AGRA,J.H.S. NAWALPUR (COMPOSITE),ETMADPUR,09150601702,14
AGRA,J.H.S. NAGLA MANI (COMPOSITE),ETMADPUR,09150601802,20
AGRA,P.P.GARHI PRATHVI,ETMADPUR,09150601901,13
AGRA,J.H.S.BAHRAMPUR,ETMADPUR,09150602002,10
AGRA,RAJKIYA HIGH SCHOOL BAHRAMPUR,ETMADPUR,09150602003,67
AGRA,P.P.BAS BADAM,ETMADPUR,09150602101,12
AGRA,P.P.AGWAR-1,ETMADPUR,09150602201,3
AGRA,P.P.AGWAR-2,ETMADPUR,09150602202,2
AGRA,P.P.NAGLA DARVESH,ETMADPUR,09150602301,1
AGRA,J.H.S.NAYABAS (COMPOSITE),ETMADPUR,09150602502,10
AGRA,J.H.S.BIHARIPUR (COMPOSITE),ETMADPUR,09150602602,37
AGRA,J.H.S.CHAWALI (COMPOSITE),ETMADPUR,09150602702,8
AGRA,P.P.BURJ KRIPA,ETMADPUR,09150602801,3
AGRA,J.H.S.BASWALA (COMPOSITE),ETMADPUR,09150602903,15
AGRA,P.P.CHIRHAULI-1,ETMADPUR,09150603001,8
AGRA,J.H.S.CHIRHAULI (COMPOSITE),ETMADPUR,09150603003,6
AGRA,J.H.S.ARELA  (COMPOSITE),ETMADPUR,09150603102,5
AGRA,J.H.S.BAINAI (COMPOSITE),ETMADPUR,09150603202,8
AGRA,J.H.S.GARHI DAHAR,ETMADPUR,09150603203,13
AGRA,J.H.S.MUKHWAR (COMPOSITE),ETMADPUR,09150603302,9
AGRA,P.P.NAGLA TAJ,ETMADPUR,09150603401,6
AGRA,P.P.GARHI TIKAIT,ETMADPUR,09150603501,2
AGRA,J.H.S.NAGLA GOL (COMPOSITE),ETMADPUR,09150603602,81
AGRA,P.P.NAGLA BEL,ETMADPUR,09150603701,2
AGRA,J.H.S.NAGLA BEL,ETMADPUR,09150603702,1
AGRA,J.H.S. BIRUNI (COMPOSITE),ETMADPUR,09150603902,6
AGRA,P.P.MAUSANABAD,ETMADPUR,09150604001,17
AGRA,J.H.S.BARHAN (COMPOSITE),ETMADPUR,09150604104,29
AGRA,P.P.BARHAN-3,ETMADPUR,09150604113,5
AGRA,P.P.IMLIYA,ETMADPUR,09150604301,2
AGRA,P.P.SEHPOOTH,ETMADPUR,09150604401,5
AGRA,J.H.S. SEHPOOTH,ETMADPUR,09150604402,2
AGRA,J.H.S.GOHILA (COMPOSITE),ETMADPUR,09150604502,1
AGRA,P.P VASSUNDAR,ETMADPUR,09150604701,8
AGRA,P.P.NAGLA PACHAURI,ETMADPUR,09150604801,9
AGRA,J.H.S.MURLIDHARPUR (COMPOSITE),ETMADPUR,09150604902,37
AGRA,J.H.S.NAGLA BARI (COMPOSITE),ETMADPUR,09150605002,2
AGRA,SHRI RAM SWARUP INTER COLLEGE NAGLA KESHRI ETMADPUR AGRA,,09150605003,9
AGRA,P.P. KURGANWAN,ETMADPUR,09150605101,1
AGRA,BABU B.SINGH SMA. SARV.V.KURGAWA,ETMADPUR,09150605103,5
AGRA,P.P.NAGLA MAHASINGH,ETMADPUR,09150605201,3
AGRA,J.H.S.NAGLA MAHASINGH,ETMADPUR,09150605202,9
AGRA,P.P.KHEDHI,ETMADPUR,09150605301,2
AGRA,J.H.S.BURJ ATIWAL(PVT.AIDED),ETMADPUR,09150605402,2
AGRA,P.P.TAMACHGARH,ETMADPUR,09150605501,15
AGRA,J.H.S.TAMACH GARH,ETMADPUR,09150605502,3
AGRA,J.H.S.NAGLA SIRJI (COMPOSITE),ETMADPUR,09150605702,4
AGRA,BHAGWAN SHANKAR J.H.S.AHARAN,ETMADPUR,09150605804,6
AGRA,J.H.S.AHARAN (COMPOSITE),ETMADPUR,09150605805,6
AGRA,P.P.HATHI GARHI,ETMADPUR,09150605812,5
AGRA,P.P.UDAIPUR,ETMADPUR,09150605901,5
AGRA,P.P.BAS KESHO,ETMADPUR,09150606001,3
AGRA,P.P.KUNWAR JANUVI,ETMADPUR,09150606101,1
AGRA,J.H.S.KUNWAR JANUVI,ETMADPUR,09150606102,2
AGRA,P.P. KHARIKANA,ETMADPUR,09150606201,1
AGRA,J.H.S. NAGLA SWAROOP (COMPOSITE),ETMADPUR,09150606302,16
AGRA,P.P. YUSUFPUR,ETMADPUR,09150606401,9
AGRA,J.H.S. YUSUFPUR,ETMADPUR,09150606402,14
AGRA,J.H.S.SAIFUDDINPUR (COMPOSITE),ETMADPUR,09150606502,5
AGRA,P.P. HASAN JAHANPUR,ETMADPUR,09150606601,10
AGRA,J.H.S CHUHAR PUR (COMPOSITE),ETMADPUR,09150606702,13
AGRA,P.P.SIHOR GARH,ETMADPUR,09150606801,17
AGRA,J.H.S.SIHOR GARH,ETMADPUR,09150606802,38
AGRA,P.P.MURTHAR ALIPUR,ETMADPUR,09150606901,2
AGRA,J.H.S.MURTHAR ALIPUR,ETMADPUR,09150606903,3
AGRA,P.P.KHUSALPUR,ETMADPUR,09150607001,1
AGRA,J.H.S.KHUSALPUR,ETMADPUR,09150607003,2
AGRA,GOVT. HIGH SCHOOL KHUSHAPUR,ETMADPUR,09150607005,76
AGRA,J.H.S.CHAMROLA  (COMPOSITE),ETMADPUR,09150607104,4
AGRA,P.P.DERA BANJARA,ETMADPUR,09150607106,3
AGRA,P.P.BHURI GARHI,ETMADPUR,09150607107,2
AGRA,J.H.S.SUJANPUR,ETMADPUR,09150607202,3
AGRA,P.P.JAMPUR,ETMADPUR,09150607301,2
AGRA,J.H.S.JAMPUR,ETMADPUR,09150607302,2
AGRA,P.P.KANRAU,ETMADPUR,09150607401,6
AGRA,J.H.S.TEHU  (COMPOSITE),ETMADPUR,09150607604,78
AGRA,P.P.SALLAGARHI,ETMADPUR,09150607701,6
AGRA,P.P.CCHIRVAI,ETMADPUR,09150608101,3
AGRA,P.P.VAS ADOL,ETMADPUR,09150608201,9
AGRA,J.H.S.GARHI SAHJA  (COMPOSITE),ETMADPUR,09150608302,8
AGRA,J.H.S.GARHI HARPAL (COMPOSITE),ETMADPUR,09150608401,13
AGRA,J.H.S.AMANABAD,ETMADPUR,09150608701,8
AGRA,J.H.S.NAGLA ADU (COMPOSITE),ETMADPUR,09150608902,28
AGRA,J.H.S.RANPAI (COMPOSITE),ETMADPUR,09150609002,12
AGRA,P.P.NAGLA GIRWAR,ETMADPUR,09150609301,2
AGRA,J.H.S. NAGLA NATHHA  (COMPOSITE),ETMADPUR,09150609402,23
AGRA,P.P.VAS RATNA,ETMADPUR,09150609501,13
AGRA,P.P.JAGANPUR,ETMADPUR,09150609601,3
AGRA,J.H.S.JAGANPUR,ETMADPUR,09150609602,3
AGRA,P.P.MAHAWATPUR,ETMADPUR,09150609701,4
AGRA,P.P.VAS VODIA,ETMADPUR,09150609801,2
AGRA,P.P.NAGLA HULSA,ETMADPUR,09150610001,1
AGRA,P.P.BELOTHI,ETMADPUR,09150610101,3
AGRA,P.P.MANGALPUR,ETMADPUR,09150610201,3
AGRA,P.P.PIPRIYA,ETMADPUR,09150610301,5
AGRA,P.P.CHOTA SURHARA,ETMADPUR,09150610501,1
AGRA,P.P.GARAPUR,ETMADPUR,09150610601,5
AGRA,P.P.JANKI GARHI,ETMADPUR,09150610701,2
AGRA,P.P.MUVARAKPUR,ETMADPUR,09150610801,9
AGRA,P.P.BAINAI KALAN,ETMADPUR,09150611001,7
AGRA,P.P.BHUD NAGRIYA,ETMADPUR,09150611301,2
AGRA,P.P.VAS SHOBHA,ETMADPUR,09150611401,3
AGRA,P.P.GARHI MAHASINGH,ETMADPUR,09150611501,1
AGRA,P.P.JATAUA,ETMADPUR,09150611601,5
AGRA,P.P.KATKA,ETMADPUR,09150611701,4
AGRA,P.P.JAMUNIPUR,ETMADPUR,09150611801,4
AGRA,P.P. GUTILASIN,ETMADPUR,09150611901,6
AGRA,P.P.NAGLA CHHABILA,ETMADPUR,09150612001,1
AGRA,P.P.NAGLA UDAIYA,ETMADPUR,09150612101,2
AGRA,P.P. BHAWAIN,ETMADPUR,09150612201,11
AGRA,P.P DAULATPUR,ETMADPUR,09150612301,7
AGRA,P.P NAGLA DAYALI,ETMADPUR,09150612401,8
AGRA,P.P JHORIYA,ETMADPUR,09150612601,1
AGRA,P.P NIMKALA,ETMADPUR,09150612701,5
AGRA,P.P NAGLA JAGAT,ETMADPUR,09150612801,11
AGRA,P.P BURJ SHIV SHINGH,ETMADPUR,09150612901,1
AGRA,P.P GARI DAHAR,ETMADPUR,09150613001,97
AGRA,P.P. BAAS GUMAN SINGH,ETMADPUR,09150613101,18
AGRA,P.P.NAGLA BIRI,ETMADPUR,09150613201,14
AGRA,P.P. NAGLA BIRJI,ETMADPUR,09150613301,1
AGRA,P.P NAGLA BARI KHAN,ETMADPUR,09150613601,2
AGRA,P.P NAGLA BAHADUR,ETMADPUR,09150613701,1
AGRA,P.P BANS PITA,ETMADPUR,09150614201,1
AGRA,P.P.RASULPUR,FATEHPUR  SIKRI,09150700101,5
AGRA,J.H.S.RASULPUR,FATEHPUR  SIKRI,09150700103,1
AGRA,J.H.S.NAZIRPURA,FATEHPUR  SIKRI,09150700104,3
AGRA,J.H.S.DADUKARA  (COMPOSITE),FATEHPUR  SIKRI,09150700105,7
AGRA,J.H.S.NAGAR  (COMPOSITE),FATEHPUR  SIKRI,09150700202,15
AGRA,P.P. NAGAR -2,FATEHPUR  SIKRI,09150700301,11
AGRA,P.P.NAZIRPURA,FATEHPUR  SIKRI,09150700401,10
AGRA,J.H.S.CHURIYARI  (COMPOSITE),FATEHPUR  SIKRI,09150700503,7
AGRA,P.P.KARAHI,FATEHPUR  SIKRI,09150700701,5
AGRA,J.H.S.KARAHI,FATEHPUR  SIKRI,09150700704,5
AGRA,P.P.NAGLA RAMLE,FATEHPUR  SIKRI,09150700801,1
AGRA,P.P.GHILOY,FATEHPUR  SIKRI,09150700901,12
AGRA,P.P.CHAUMA SHAHPUR,FATEHPUR  SIKRI,09150701001,8
AGRA,J.H.S.CHAUMA SHAHPUR,FATEHPUR  SIKRI,09150701002,13
AGRA,GOVT HSS CHAUMA SHAPUR F.SIKARI,FATEHPUR  SIKRI,09150701003,74
AGRA,J.H.S.PATSAL  (COMPOSITE),FATEHPUR  SIKRI,09150701103,3
AGRA,J.H.S.PALI  (COMPOSITE),FATEHPUR  SIKRI,09150701202,109
AGRA,J.H.S.MAHDAU  (COMPOSITE),FATEHPUR  SIKRI,09150701303,17
AGRA,P.P. NAGLA DHEEMAR,FATEHPUR  SIKRI,09150701305,5
AGRA,P.P.SAMRA,FATEHPUR  SIKRI,09150701401,3
AGRA,J.H.S.SAMRA,FATEHPUR  SIKRI,09150701403,20
AGRA,P.P.NAGLA BANJARA SAHANPUR,FATEHPUR  SIKRI,09150701405,10
AGRA,P.P.DAUDPUR,FATEHPUR  SIKRI,09150701501,2
AGRA,J.H.S.DAUDPUR,FATEHPUR  SIKRI,09150701502,17
AGRA,P.P.NAGLA UTTU,FATEHPUR  SIKRI,09150701601,26
AGRA,P.P.JAJAULI,FATEHPUR  SIKRI,09150701701,6
AGRA,J.H.S.JAJAULI,FATEHPUR  SIKRI,09150701703,15
