#,School Name,District,Block Name,School Type,UDISE ID
78694,PRY. SCH. NAGLA KALLU,HARDOI,SHAHABAD,N/A,9251102501
78695,PRY. SCH. NAGLA KHANPUR,HARDOI,SHAHABAD,N/A,9251108801
78696,PRY. SCH. NAIBASTI,HARDOI,MADHOGANJ,N/A,9251900401
78697,PRY. SCH. NAIGAONKALAN,LALITPUR,JAKHORA,N/A,9370310801
78698,PRY. SCH. NAKAILA PURWA,HARDOI,BAWAN,N/A,9250702004
78699,PRY. SCH. NANDANA,HARDOI,SANDI,N/A,9251306001
78700,PRY. SCH. NANDAULI,HARDOI,BEHANDAR,N/A,9250301401
78701,PRY. SCH. NANGAPURWA,HARDOI,TONDARPUR,N/A,9251010101
78702,PRY. SCH. NANGPURWA,HARDOI,SANDI,N/A,9251305803
78703,PRY. SCH. NANHE,HARDOI,TANDIYAWA,N/A,9250903101
78704,PRY. SCH. NARAUTHA,HARDOI,HARPALPUR,N/A,9251401503
78705,PRY. SCH. NARAYANPUR GRANT,HARDOI,TANDIYAWA,N/A,9250905901
78706,PRY. SCH. NARENDRAPUR,HARDOI,SANDILA,N/A,9250503101
78707,PRY. SCH. NARHAI,HARDOI,SHAHABAD,N/A,9251107701
78708,PRY. SCH. NARI KHERA,HARDOI,PIHANI,N/A,9250208901
78709,PRY. SCH. NARSIAMAU,HARDOI,SHAHABAD,N/A,9251106901
78710,PRY. SCH. NASA,HARDOI,BHARKHANI,N/A,9251204801
78711,PRY. SCH. NASEULI DAMAR,HARDOI,SHAHABAD,N/A,9251109701
78712,PRY. SCH. NASIRPUR,HARDOI,MALLAWA,N/A,9250802201
78713,PRY. SCH. NAU NAGLA,HARDOI,SHAHABAD,N/A,9251111601
78714,PRY. SCH. NAU PURWA II,HARDOI,BILGRAM,N/A,9251702002
78715,PRY. SCH. NAUDHA,HARDOI,BEHANDAR,N/A,9250303908
78716,PRY. SCH. NAUGAWA,HARDOI,SHAHABAD,N/A,9251100903
78717,PRY. SCH. NAUMALIKPUR,HARDOI,MADHOGANJ,N/A,9251906001
78718,PRY. SCH. NAUPURWA,HARDOI,HARPALPUR,N/A,9251406301
78719,PRY. SCH. NAUSHAHARHA,HARDOI,TN.AR.  SANDI,N/A,9252000801
78720,PRY. SCH. NAWAB GANJ,HARDOI,BILGRAM,N/A,9251702902
78721,PRY. SCH. NAYA GAON,HARDOI,SHAHABAD,N/A,9251101801
78722,PRY. SCH. NAYA GAON,HARDOI,TANDIYAWA,N/A,9250909901
78723,PRY. SCH. NAYA GAON,LALITPUR,MADAWRA,N/A,9370612101
78724,PRY. SCH. NAYABAG,LALITPUR,BIRDHA,N/A,9370200704
78725,PRY. SCH. NAYAGAON HABIBPUR,HARDOI,BAWAN,N/A,9250703001
78726,PRY. SCH. NAYAGAONKURSATH,HARDOI,MALLAWA,N/A,9250803101
78727,PRY. SCH. NEDURA,HARDOI,PIHANI,N/A,9250210201
78728,PRY. SCH. NEER,HARDOI,AHIRORI,N/A,9250603701
78729,PRY. SCH. NEKPUR HATIMPUR,HARDOI,BILGRAM,N/A,9251709801
78730,PRY. SCH. NEKPUR NEVADA,HARDOI,BILGRAM,N/A,9251701801
78731,PRY. SCH. NEULI,HARDOI,MADHOGANJ,N/A,9251902001
78732,PRY. SCH. NEVADA,HARDOI,HARPALPUR,N/A,9251403001
78733,PRY. SCH. NEVADA,HARDOI,SURSA,N/A,9250404901
78734,PRY. SCH. NEVADA CHANDELI,HARDOI,PIHANI,N/A,9250202104
78735,PRY. SCH. NEVADA GHADI,HARDOI,KOTHAWAN,N/A,9251509001
78736,PRY. SCH. NEVADA LOCHAN,HARDOI,KOTHAWAN,N/A,9251507901
78737,PRY. SCH. NEVADA MAHMOOD,HARDOI,MALLAWA,N/A,9250807401
78738,PRY. SCH. NEVADA PARAS,HARDOI,MALLAWA,N/A,9250803201
78739,PRY. SCH. NEWADA,HARDOI,PIHANI,N/A,9250209001
78740,PRY. SCH. NEWADA ALADADPUR,HARDOI,BEHANDAR,N/A,9250305601
78741,PRY. SCH. NEWADA CHATHIYA,HARDOI,TONDARPUR,N/A,9251005901
78742,PRY. SCH. NEWADA GABBHI,HARDOI,MADHOGANJ,N/A,9251900202
78743,PRY. SCH. NIBHAHO,LALITPUR,JAKHORA,N/A,9370310201
78744,PRY. SCH. NIGOHIYA,HARDOI,BEHANDAR,N/A,9250303804
78745,PRY. SCH. NIJAMPUR,HARDOI,BILGRAM,N/A,9251705401
78746,PRY. SCH. NIKARI,HARDOI,SANDI,N/A,9251304401
78747,PRY. SCH. NIMBUAI,HARDOI,TANDIYAWA,N/A,9250901801
78748,PRY. SCH. NIZAMPUR,HARDOI,PIHANI,N/A,9250201301
78749,PRY. SCH. NIZAMPUR,HARDOI,TONDARPUR,N/A,9251012401
78750,PRY. SCH. NONKHARA,HARDOI,SANDI,N/A,9251304601
78751,PRY. SCH. NONKHARA UTTARI,HARDOI,SANDI,N/A,9251309801
78752,PRY. SCH. NOR,LALITPUR,TALBEHAT,N/A,9370410701
78753,PRY. SCH. NURPUR,HARDOI,BILGRAM,N/A,9251708701
78754,PRY. SCH. ODRA,HARDOI,TANDIYAWA,N/A,9250905701
78755,PRY. SCH. ODRA,HARDOI,SANDI,N/A,9251301001
78756,PRY. SCH. ODRA NEVALIA,HARDOI,SURSA,N/A,9250407601
78757,PRY. SCH. ODRA PACHLAI,HARDOI,SURSA,N/A,9250410601
78758,PRY. SCH. OLLAMAU,HARDOI,SANDI,N/A,9251302201
78759,PRY. SCH. ORALI,HARDOI,TONDARPUR,N/A,9251012001
78760,PRY. SCH. OUDERI,HARDOI,TONDARPUR,N/A,9251006201
78761,PRY. SCH. PABIYANI,HARDOI,BILGRAM,N/A,9251704902
78762,PRY. SCH. PACHKOHARA,HARDOI,SURSA,N/A,9250408901
78763,PRY. SCH. PACHRAIA,HARDOI,BHARKHANI,N/A,9251212102
78764,PRY. SCH. PADRA,HARDOI,PIHANI,N/A,9250208201
78765,PRY. SCH. PADRI,HARDOI,SANDILA,N/A,9250505301
78766,PRY. SCH. PAHADPUR,HARDOI,SHAHABAD,N/A,9251112101
78767,PRY. SCH. PAHADPUR,HARDOI,BHARAWAN,N/A,9251806701
78768,PRY. SCH. PAHAL,HARDOI,TANDIYAWA,N/A,9250911801
78769,PRY. SCH. PAHELIA,HARDOI,BAWAN,N/A,9250709201
78770,PRY. SCH. PAHI,HARDOI,KOTHAWAN,N/A,9251500901
78771,PRY. SCH. PAHTOIYA,HARDOI,SANDILA,N/A,9250506101
78772,PRY. SCH. PAIDHAPUR,HARDOI,SURSA,N/A,9250402501
78773,PRY. SCH. PAKARI,HARDOI,BAWAN,N/A,9250708801
78774,PRY. SCH. PAKRA,HARDOI,BHARKHANI,N/A,9251214601
78775,PRY. SCH. PAKRA,HARDOI,BHARAWAN,N/A,9251802602
78776,PRY. SCH. PALIA,HARDOI,HARPALPUR,N/A,9251400901
78777,PRY. SCH. PALIA KOT,HARDOI,TONDARPUR,N/A,9251009501
78778,PRY. SCH. PALIA RAYSINGH,HARDOI,KOTHAWAN,N/A,9251502401
78779,PRY. SCH. PALIYA,HARDOI,BAWAN,N/A,9250712001
78780,PRY. SCH. PALIYA DEV,HARDOI,TONDARPUR,N/A,9251008401
78781,PRY. SCH. PALPUR BAIRAGI KHERA,HARDOI,AHIRORI,N/A,9250602701
78782,PRY. SCH. PALTHUA,HARDOI,SHAHABAD,N/A,9251111401
78783,PRY. SCH. PANDEULA,HARDOI,SANDI,N/A,9251304707
78784,PRY. SCH. PANDEYPURWA,HARDOI,HARPALPUR,N/A,9251403002
78785,PRY. SCH. PANDITPURWA,HARDOI,TANDIYAWA,N/A,9250911501
78786,PRY. SCH. PANUABAR,HARDOI,AHIRORI,N/A,9250611901
78787,PRY. SCH. PAPAAI PURWA,HARDOI,HARIYAWAN,N/A,9250101705
78788,PRY. SCH. PARA NAIBASTI,HARDOI,TONDARPUR,N/A,9251011401
78789,PRY. SCH. PARASPUR,HARDOI,KOTHAWAN,N/A,9251500701
78790,PRY. SCH. PARASPUR,HARDOI,AHIRORI,N/A,9250606701
78791,PRY. SCH. PARAUCHI,HARDOI,BILGRAM,N/A,9251703001
78792,PRY. SCH. PARMI,HARDOI,MALLAWA,N/A,9250802301
78793,PRY. SCH. PARNUA,HARDOI,AHIRORI,N/A,9250608801
78794,PRY. SCH. PARSAI,HARDOI,TONDARPUR,N/A,9251004001
78795,PRY. SCH. PARSANI,HARDOI,TANDIYAWA,N/A,9250905201
78796,PRY. SCH. PARSAPUR,HARDOI,BILGRAM,N/A,9251703201
78797,PRY. SCH. PARSOLA,HARDOI,BILGRAM,N/A,9251706201
78798,PRY. SCH. PASIGAWA,HARDOI,SHAHABAD,N/A,9251103101
78799,PRY. SCH. PASNAMAU,HARDOI,BILGRAM,N/A,9251702401
78800,PRY. SCH. PAT KUAN,HARDOI,TANDIYAWA,N/A,9250904301
78801,PRY. SCH. PATHARI,LALITPUR,BIRDHA,N/A,9370200604
78802,PRY. SCH. PATPURA (GANGAURA),LALITPUR,JAKHORA,N/A,9370303903
78803,PRY. SCH. PATSENI,HARDOI,KACHAUNA,N/A,9251600601
78804,PRY. SCH. PATTI BAHADURPUR,HARDOI,KOTHAWAN,N/A,9251503801
78805,PRY. SCH. PATWAN,HARDOI,PIHANI,N/A,9250201605
78806,PRY. SCH. PAWAYA I,HARDOI,BHARAWAN,N/A,9251804501
78807,PRY. SCH. PAWAYA II,HARDOI,BHARAWAN,N/A,9251804502
78808,PRY. SCH. PEDHATHA,HARDOI,SHAHABAD,N/A,9251105401
78809,PRY. SCH. PEEDARKHURD,LALITPUR,MADAWRA,N/A,9370601102
78810,PRY. SCH. PEER PUR,HARDOI,PIHANI,N/A,9250205901
78811,PRY. SCH. PEMAPUR,HARDOI,BAWAN,N/A,9250707807
78812,PRY. SCH. PENDA,HARDOI,TANDIYAWA,N/A,9250905501
78813,PRY. SCH. PENG,HARDOI,SURSA,N/A,9250402001
78814,PRY. SCH. PEPARGAON,HARDOI,BHARAWAN,N/A,9251803201
78815,PRY. SCH. PEPRI NARYANPUR,HARDOI,BHARAWAN,N/A,9251804302
78816,PRY. SCH. PHOOL BEHATA,HARDOI,BAWAN,N/A,9250701901
78817,PRY. SCH. PIDHATIA,HARDOI,SANDI,N/A,9251300701
78818,PRY. SCH. PIJRAWA,HARDOI,BEHANDAR,N/A,9250304801
78819,PRY. SCH. PILAPUR,HARDOI,TONDARPUR,N/A,9251002001
78820,PRY. SCH. PILKHANA,HARDOI,MADHOGANJ,N/A,9251904501
78821,PRY. SCH. PINDARI,HARDOI,BILGRAM,N/A,9251702901
78822,PRY. SCH. PIPARIYA,HARDOI,PIHANI,N/A,9250203503
78823,PRY. SCH. PIPONI,HARDOI,AHIRORI,N/A,9250611401
78824,PRY. SCH. PIPRAWA,HARDOI,MADHOGANJ,N/A,9251905301
78825,PRY. SCH. PIPREHATA,HARDOI,SURSA,N/A,9250404001
78826,PRY. SCH. PIPRI,HARDOI,KOTHAWAN,N/A,9251508301
78827,PRY. SCH. PIPRI,HARDOI,TANDIYAWA,N/A,9250905101
78828,PRY. SCH. PIPRI DIH,HARDOI,AHIRORI,N/A,9250603801
78829,PRY. SCH. PIRKAPUR,HARDOI,KOTHAWAN,N/A,9251503001
78830,PRY. SCH. PIROJAPUR,HARDOI,BAWAN,N/A,9250714901
78831,PRY. SCH. PISTIA,HARDOI,TONDARPUR,N/A,9251003901
78832,PRY. SCH. PITHAN KHEDA,HARDOI,BHARAWAN,N/A,9251801608
78833,PRY. SCH. PITHNAPUR,HARDOI,HARPALPUR,N/A,9251405301
78834,PRY. SCH. PIYAREPUR,HARDOI,MALLAWA,N/A,9250807901
78835,PRY. SCH. POHAKAR PURWA,HARDOI,BAWAN,N/A,9250703107
78836,PRY. SCH. POTHEPURWA,HARDOI,SURSA,N/A,9250410801
78837,PRY. SCH. PRATAPPUR,HARDOI,KOTHAWAN,N/A,9251510901
78838,PRY. SCH. PRATAPPUR,HARDOI,KACHAUNA,N/A,9251603710
78839,PRY. SCH. PRATIPALPUR,HARDOI,HARPALPUR,N/A,9251404502
78840,PRY. SCH. PUDHWA,HARDOI,TONDARPUR,N/A,9251002601
78841,PRY. SCH. PURA BAHADUR,HARDOI,TANDIYAWA,N/A,9250904401
78842,PRY. SCH. PURELA,HARDOI,PIHANI,N/A,9250203702
78843,PRY. SCH. PURWA DEVARIA,HARDOI,TANDIYAWA,N/A,9250909501
78844,PRY. SCH. PURWA MAN,HARDOI,SANDILA,N/A,9250501701
78845,PRY. SCH. PURWAPIPRIA,HARDOI,SHAHABAD,N/A,9251101301
78846,PRY. SCH. PUSEDA,HARDOI,BILGRAM,N/A,9251704102
78847,PRY. SCH. RABIAPUR,HARDOI,HARPALPUR,N/A,9251402703
78848,PRY. SCH. RADENA HABEEB NAGAR,HARDOI,BILGRAM,N/A,9251704302
78849,PRY. SCH. RADHORAMPUR,HARDOI,MALLAWA,N/A,9250807601
78850,PRY. SCH. RAFAT GANJ,HARDOI,TN.AR. BILGRAM,N/A,9252200801
78851,PRY. SCH. RAHIMPUR,HARDOI,HARIYAWAN,N/A,9250104801
78852,PRY. SCH. RAHIMPUR LONARI,HARDOI,MADHOGANJ,N/A,9251900303
78853,PRY. SCH. RAHULA,HARDOI,BILGRAM,N/A,9251706501
78854,PRY. SCH. RAIGAI,HARDOI,PIHANI,N/A,9250205501
78855,PRY. SCH. RAIKWAR KATIYAR,HARDOI,BHARAWAN,N/A,9251800901
78856,PRY. SCH. RAIPUR,HARDOI,TONDARPUR,N/A,9251010201
78857,PRY. SCH. RAIPUR,HARDOI,HARIYAWAN,N/A,9250107403
78858,PRY. SCH. RAIPUR GULARIHA,HARDOI,SHAHABAD,N/A,9251109601
78859,PRY. SCH. RAISO,HARDOI,BEHANDAR,N/A,9250304001
78860,PRY. SCH. RAJANI KHEDA,HARDOI,SANDI,N/A,9251303303
78861,PRY. SCH. RAJAPURWA,HARDOI,BAWAN,N/A,9250711504
78862,PRY. SCH. RAJENDRA NAGAR,HARDOI,PIHANI,N/A,9250207401
78863,PRY. SCH. RAJEPUR,HARDOI,MALLAWA,N/A,9250806501
78864,PRY. SCH. RAJEPUR,HARDOI,AHIRORI,N/A,9250611301
78865,PRY. SCH. RAJPAR,HARDOI,AHIRORI,N/A,9250602401
78866,PRY. SCH. RAKAD(MADWARI),LALITPUR,JAKHORA,N/A,9370304504
78867,PRY. SCH. RAM NAGAR,HARDOI,TANDIYAWA,N/A,9250905801
78868,PRY. SCH. RAMAPUR,HARDOI,SURSA,N/A,9250408501
78869,PRY. SCH. RAMAPUR ADHAIKAN,HARDOI,BAWAN,N/A,9250707603
78870,PRY. SCH. RAMAPUR CHAIYA,HARDOI,BAWAN,N/A,9250707601
78871,PRY. SCH. RAMAPUR MISHARA,HARDOI,BHARKHANI,N/A,9251200111
78872,PRY. SCH. RAMAPUR TIKURA,HARDOI,BHARKHANI,N/A,9251213101
78873,PRY. SCH. RAMGARH(THANWARA),LALITPUR,JAKHORA,N/A,9370304303
78874,PRY. SCH. RAMJAN KUNI,HARDOI,TANDIYAWA,N/A,9250904701
78875,PRY. SCH. RAMKOT,HARDOI,BHARAWAN,N/A,9251804105
78876,PRY. SCH. RAMNAGAR,HARDOI,SHAHABAD,N/A,9251109202
78877,PRY. SCH. RAMNAGAR,HARDOI,BAWAN,N/A,9250713901
78878,PRY. SCH. RAMPUR,HARDOI,PIHANI,N/A,9250211801
78879,PRY. SCH. RAMPUR,HARDOI,KOTHAWAN,N/A,9251502301
78880,PRY. SCH. RAMPUR,HARDOI,SURSA,N/A,9250408401
78881,PRY. SCH. RAMPUR,HARDOI,PIHANI,N/A,9250208302
78882,PRY. SCH. RAMPUR ATWA,HARDOI,BHARAWAN,N/A,9251804901
78883,PRY. SCH. RAMPUR DHARAMPUR,HARDOI,BAWAN,N/A,9250708001
78884,PRY. SCH. RAMPUR JATEULI,HARDOI,BAWAN,N/A,9250712101
78885,PRY. SCH. RAMPUR LALJI,HARDOI,BAWAN,N/A,9250708901
78886,PRY. SCH. RAMPUR MAJHIYARA,HARDOI,BILGRAM,N/A,9251701701
78887,PRY. SCH. RAMPUR MANSOORPUR,HARDOI,MALLAWA,N/A,9250804801
78888,PRY. SCH. RAMPURA,HARDOI,HARIYAWAN,N/A,9250107206
78889,PRY. SCH. RAMPURA,HARDOI,SANDILA,N/A,9250500502
78890,PRY. SCH. RAMPURA,HARDOI,BAWAN,N/A,9250713201
78891,PRY. SCH. RAMPURA,HARDOI,HARPALPUR,N/A,9251405801
78892,PRY. SCH. RAMUAPUR,HARDOI,TANDIYAWA,N/A,9250902201
78893,PRY. SCH. RANDHIRPUR,HARDOI,BHARKHANI,N/A,9251205101
78894,PRY. SCH. RANIKODAR,LALITPUR,JAKHORA,N/A,9370305904
78895,PRY. SCH. RANIPURA,LALITPUR,JAKHORA,N/A,9370310001
78896,PRY. SCH. RANTPURA,HARDOI,HARPALPUR,N/A,9251400403
78897,PRY. SCH. RAONSA,HARDOI,MALLAWA,N/A,9250805001
78898,PRY. SCH. RARA,HARDOI,BAWAN,N/A,9250715201
78899,PRY. SCH. RARI,HARDOI,PIHANI,N/A,9250201001
78900,PRY. SCH. RASOOL PURWA,HARDOI,BAWAN,N/A,9250704405
78901,PRY. SCH. RASOOLAPUR,HARDOI,TONDARPUR,N/A,9251012201
78902,PRY. SCH. RASOOLAPUR,HARDOI,PIHANI,N/A,9250212701
78903,PRY. SCH. RASOOLAPUR,HARDOI,MADHOGANJ,N/A,9251906401
78904,PRY. SCH. RASOOLAPUR,HARDOI,TONDARPUR,N/A,9251001503
78905,PRY. SCH. RASOOLPUR,HARDOI,TANDIYAWA,N/A,9250912401
78906,PRY. SCH. RASOOLPUR,HARDOI,SANDILA,N/A,9250510601
78907,PRY. SCH. RASOOLPUR,HARDOI,SHAHABAD,N/A,9251111701
78908,PRY. SCH. RASOOLPUR AIMA,HARDOI,SANDI,N/A,9251300901
78909,PRY. SCH. RASOOLPUR BAMHNAN,HARDOI,BEHANDAR,N/A,9250307501
78910,PRY. SCH. RATNAPUR,HARDOI,BHARKHANI,N/A,9251209101
78911,PRY. SCH. RATNAPUR,HARDOI,TONDARPUR,N/A,9251011601
78912,PRY. SCH. RATNAPUR,HARDOI,SURSA,N/A,9250400401
78913,PRY. SCH. RATTAPURWA,HARDOI,BAWAN,N/A,9250714101
78914,PRY. SCH. RAURA,HARDOI,SANDI,N/A,9251302601
78915,PRY. SCH. RAUTAPUR,HARDOI,AHIRORI,N/A,9250604201
78916,PRY. SCH. REBHA DAULATPUR,HARDOI,TONDARPUR,N/A,9251008001
78917,PRY. SCH. REURI,HARDOI,KOTHAWAN,N/A,9251504901
78918,PRY. SCH. REVRI,HARDOI,TONDARPUR,N/A,9251005101
78919,PRY. SCH. RITHVAI,HARDOI,BEHANDAR,N/A,9250300901
78920,PRY. SCH. ROHOI,HARDOI,HARIYAWAN,N/A,9250103401
78921,PRY. SCH. ROIYA,HARDOI,MADHOGANJ,N/A,9251906301
78922,PRY. SCH. ROOPAPUR,HARDOI,TONDARPUR,N/A,9251001401
78923,PRY. SCH. ROSHANPUR,HARDOI,HARPALPUR,N/A,9251400801
78924,PRY. SCH. RUDAMAU,HARDOI,MADHOGANJ,N/A,9251901101
78925,PRY. SCH. RUDAULI,HARDOI,SURSA,N/A,9250413401
78926,PRY. SCH. RUDAULI,HARDOI,BHARAWAN,N/A,9251803802
78927,PRY. SCH. RUDAULI NEWADA,HARDOI,BHARAWAN,N/A,9251803801
78928,PRY. SCH. RUDHAULI,HARDOI,BILGRAM,N/A,9251704805
78929,PRY. SCH. SABARDA,HARDOI,PIHANI,N/A,9250212901
78930,PRY. SCH. SADARIAPUR,HARDOI,MADHOGANJ,N/A,9251901401
78931,PRY. SCH. SADARPUR,HARDOI,MADHOGANJ,N/A,9251902101
78932,PRY. SCH. SADHIAPUR,HARDOI,AHIRORI,N/A,9250610702
78933,PRY. SCH. SADHIYAPUR,HARDOI,BILGRAM,N/A,9251701601
78934,PRY. SCH. SADIPUR,HARDOI,KOTHAWAN,N/A,9251502201
78935,PRY. SCH. SADULLAPUR,HARDOI,SANDI,N/A,9251300201
78936,PRY. SCH. SAGAR GARHI,HARDOI,BHARAWAN,N/A,9251800502
78937,PRY. SCH. SAGAR(DHAURISAGAR),LALITPUR,MADAWRA,N/A,9370607803
78938,PRY. SCH. SAHAJANPUR,HARDOI,BHARKHANI,N/A,9251208801
78939,PRY. SCH. SAHARUA,HARDOI,TONDARPUR,N/A,9251005801
78940,PRY. SCH. SAHATI NAGAR I,HARDOI,SHAHABAD,N/A,9251103401
78941,PRY. SCH. SAHATI NAGAR II,HARDOI,SHAHABAD,N/A,9251103402
78942,PRY. SCH. SAHGAWA,HARDOI,BHARAWAN,N/A,9251801301
78943,PRY. SCH. SAHIJANA,HARDOI,MADHOGANJ,N/A,9251901501
78944,PRY. SCH. SAHIJANA,HARDOI,BILGRAM,N/A,9251701302
78945,PRY. SCH. SAHIJANA,HARDOI,BAWAN,N/A,9250708401
78946,"PRY. SCH. SAHIJANA, BEHTA GOKUL",HARDOI,BAWAN,N/A,9250708403
78947,PRY. SCH. SAHIMAPUR,HARDOI,SURSA,N/A,9250407904
78948,PRY. SCH. SAHORA,HARDOI,BILGRAM,N/A,9251703401
78949,PRY. SCH. SAHORA,HARDOI,SHAHABAD,N/A,9251104901
78950,PRY. SCH. SAHULPUR,HARDOI,AHIRORI,N/A,9250606401
78951,PRY. SCH. SAI GORIA,HARDOI,HARPALPUR,N/A,9251405501
78952,PRY. SCH. SAIA PURWA,HARDOI,TN.AR. HARDOI,N/A,9252500202
78953,PRY. SCH. SAIDAPUR,HARDOI,SANDI,N/A,9251301501
78954,PRY. SCH. SAIDAPUR,HARDOI,PIHANI,N/A,9250202601
78955,PRY. SCH. SAIDAPUR,HARDOI,SANDILA,N/A,9250509201
78956,PRY. SCH. SAIDAPUR,HARDOI,PIHANI,N/A,9250211601
78957,PRY. SCH. SAITIAPUR,HARDOI,SANDI,N/A,9251302001
78958,PRY. SCH. SAIYAPUR,HARDOI,BHARAWAN,N/A,9251803101
78959,PRY. SCH. SAKAHA,HARDOI,BAWAN,N/A,9250703901
78960,PRY. SCH. SAKATPUR,HARDOI,BAWAN,N/A,9250710201
78961,PRY. SCH. SAKHAURA,HARDOI,TANDIYAWA,N/A,9250902701
78962,PRY. SCH. SAKRA,HARDOI,BAWAN,N/A,9250705201
78963,PRY. SCH. SAKRAULI,HARDOI,SHAHABAD,N/A,9251109901
78964,PRY. SCH. SALAMULLA GANJ ,HARDOI,TN.AR.  SANDI,N/A,9252000301
78965,PRY. SCH. SALEMPUR,HARDOI,PIHANI,N/A,9250205301
78966,PRY. SCH. SALEMPUR,HARDOI,AHIRORI,N/A,9250603201
78967,PRY. SCH. SALEMPUR,HARDOI,MALLAWA,N/A,9250805301
78968,PRY. SCH. SAMAICHIPUR,HARDOI,TONDARPUR,N/A,9251012301
78969,PRY. SCH. SAMJALPUR,HARDOI,BILGRAM,N/A,9251701002
78970,PRY. SCH. SAMTHARI,HARDOI,PIHANI,N/A,9250208401
78971,"PRY. SCH. SAMUDA, BHITHARI",HARDOI,BAWAN,N/A,9250710901
78972,PRY. SCH. SAMUKHA NEWADA,HARDOI,MADHOGANJ,N/A,9251904103
78973,PRY. SCH. SANDA DAKHILAUL,HARDOI,BHARAWAN,N/A,9251803301
78974,PRY. SCH. SANDHINAWA,HARDOI,HARIYAWAN,N/A,9250105501
78975,PRY. SCH. SANDILA MASIT,HARDOI,TANDIYAWA,N/A,9250902301
78976,PRY. SCH. SANJHARA,HARDOI,HARPALPUR,N/A,9251406601
78977,PRY. SCH. SANK,HARDOI,SANDILA,N/A,9250506201
78978,PRY. SCH. SANKARPUR,HARDOI,SURSA,N/A,9250402301
78979,PRY. SCH. SANTARHA,HARDOI,PIHANI,N/A,9250200901
78980,PRY. SCH. SANTARHA I,HARDOI,PIHANI,N/A,9250210501
78981,PRY. SCH. SANTOSA KHAS,HARDOI,BEHANDAR,N/A,9250308501
78982,PRY. SCH. SANTOSHANPURWA,HARDOI,SANDI,N/A,9251310201
78983,PRY. SCH. SAP KHEDA,HARDOI,BILGRAM,N/A,9251705802
78984,PRY. SCH. SAPHAIA,HARDOI,KACHAUNA,N/A,9251602501
78985,PRY. SCH. SARAI,HARDOI,BAWAN,N/A,9250711701
78986,PRY. SCH. SARAI GAURI,HARDOI,MALLAWA,N/A,9250802401
78987,PRY. SCH. SARAI KAMALIDDINPUR,HARDOI,SHAHABAD,N/A,9251105601
78988,PRY. SCH. SARAI MARUFPUR,HARDOI,SANDILA,N/A,9250506701
78989,PRY. SCH. SARAI RANAK,HARDOI,TONDARPUR,N/A,9251007601
78990,PRY. SCH. SARAI SULTAN,HARDOI,MALLAWA,N/A,9250805201
78991,PRY. SCH. SARAIA,HARDOI,SURSA,N/A,9250409701
78992,PRY. SCH. SARAIA BELWAR,HARDOI,MADHOGANJ,N/A,9251907101
78993,PRY. SCH. SARAIYA,HARDOI,PIHANI,N/A,9250213201
78994,PRY. SCH. SARAUNA,HARDOI,BILGRAM,N/A,9251709001
78995,PRY. SCH. SARAURA,HARDOI,PIHANI,N/A,9250212702
78996,PRY. SCH. SARDAR NAGAR,HARDOI,SHAHABAD,N/A,9251100302
78997,PRY. SCH. SARDARNAGAR,HARDOI,MADHOGANJ,N/A,9251904101
78998,PRY. SCH. SARHEJU,HARDOI,PIHANI,N/A,9250203401
78999,PRY. SCH. SARIPUR BRAHMNAN,HARDOI,AHIRORI,N/A,9250608101
79000,PRY. SCH. SARIPUR HIRALAL,HARDOI,AHIRORI,N/A,9250606301
79001,PRY. SCH. SARIYA,HARDOI,BAWAN,N/A,9250712701
79002,PRY. SCH. SARKHANA,HARDOI,HARIYAWAN,N/A,9250109301
79003,PRY. SCH. SARMA I,HARDOI,SHAHABAD,N/A,9251102701
79004,PRY. SCH. SARMA II,HARDOI,SHAHABAD,N/A,9251102702
79005,PRY. SCH. SARSAIA,HARDOI,SURSA,N/A,9250401501
79006,PRY. SCH. SARSAND,HARDOI,BEHANDAR,N/A,9250308201
79007,PRY. SCH. SATARVAS,LALITPUR,BIRDHA,N/A,9370200701
79008,PRY. SCH. SATHIAMAU,HARDOI,SANDI,N/A,9251309401
79009,PRY. SCH. SATHRA,HARDOI,BAWAN,N/A,9250700501
79010,PRY. SCH. SATHRA,HARDOI,MALLAWA,N/A,9250803407
79011,PRY. SCH. SATHRI,HARDOI,SURSA,N/A,9250411201
79012,PRY. SCH. SATHRRA,HARDOI,SURSA,N/A,9250401401
79013,PRY. SCH. SAURANGPUR,HARDOI,BAWAN,N/A,9250708101
79014,PRY. SCH. SAWAYAJPUR,HARDOI,BHARKHANI,N/A,9251210701
79015,PRY. SCH. SEDHAMAU,HARDOI,BHARKHANI,N/A,9251201601
79016,PRY. SCH. SEKHWAPUR,HARDOI,KOTHAWAN,N/A,9251505801
79017,PRY. SCH. SEKHWAPUR PURBI,HARDOI,MADHOGANJ,N/A,9251905201
79018,PRY. SCH. SEMARKHEDA,LALITPUR,TALBEHAT,N/A,9370414801
79019,PRY. SCH. SEMAUR,HARDOI,PIHANI,N/A,9250208101
79020,PRY. SCH. SEMRA CHAURAHA,HARDOI,SURSA,N/A,9250408201
79021,PRY. SCH. SEMRIA,HARDOI,SANDI,N/A,9251306401
79022,PRY. SCH. SEMRRA,HARDOI,SANDI,N/A,9251308701
79023,PRY. SCH. SENDHRAULI,HARDOI,MADHOGANJ,N/A,9251904802
79024,PRY. SCH. SESHAPUR NAGARIA,HARDOI,HARPALPUR,N/A,9251401701
79025,PRY. SCH. SEWA,HARDOI,HARIYAWAN,N/A,9250103001
